district,Kode Wilayah,,,regency_code,code
Bekri,18,02,15,1802,180215
Belakang Padang,21,71,01,2171,217101
Belalau,18,04,06,1804,180406
Belang,71,07,03,7107,710703
Belantikan Raya,62,09,07,6209,620907
Belat,21,02,12,2102,210212
Belawa,73,13,07,7313,731307
Belawang,63,04,08,6304,630408
Belida Darat,16,03,24,1603,160324
Belik,33,27,03,3327,332703
Belimbing,61,10,01,6110,611001
Belimbing,16,03,23,1603,160323
Belimbing Hulu,61,10,10,6110,611010
Belinyu,19,01,02,1901,190102
Belitang,61,09,07,6109,610907
Belitang,16,08,03,1608,160803
Belitang Hilir,61,09,05,6109,610905
Belitang Hulu,61,09,06,6109,610906
Belitang II,16,08,09,1608,160809
Belitang III,16,08,10,1608,160810
Belitang Jaya,16,08,17,1608,160817
Belitang Madang Raya,16,08,18,1608,160818
Belitang Mulya,16,08,19,1608,160819
Belo,52,06,04,5206,520604
Belopa,73,17,07,7317,731707
Belopa Utara,73,17,14,7317,731714
Benai,14,09,06,1409,140906
Benakat,16,03,19,1603,160319
Benawa,95,06,04,9506,950604
Benda,36,71,04,3671,367104
Bendahara,11,16,02,1116,111602
Bendo,35,20,10,3520,352010
Bendosari,33,11,06,3311,331106
Bendungan,35,03,09,3503,350309
Bener,33,06,16,3306,330616
Bener Kelipah,11,17,08,1117,111708
Bengalon,64,08,09,6408,640809
Bengkalis,14,03,01,1403,140301
Bengkayang,61,07,04,6107,610704
Bengkong,21,71,09,2171,217109
Bengo,73,08,26,7308,730826
Benjeng,35,25,04,3525,352504
Benowo,35,78,19,3578,357819
Benteng,73,01,01,7301,730101
Bentian Besar,64,07,14,6407,640714
Benua,74,05,13,7405,740513
Benua Kayong,61,04,18,6104,610418
Benuki,91,20,07,9120,912007
Beo,71,04,02,7104,710402
Beo Selatan,71,04,18,7104,710418
Beo Utara,71,04,14,7104,710414
Beoga,94,05,03,9405,940503
Beoga Barat,94,05,10,9405,940510
Beoga Timur,94,05,11,9405,940511
Berampu (Brampu),12,11,13,1211,121113
Berandan Barat (Brandan Barat),12,05,18,1205,120518
Berastagi (Brastagi),12,06,02,1206,120602
Beraur,92,01,04,9201,920104
Berbah,34,04,08,3404,340408
Berbak,15,07,11,1507,150711
Berbek,35,18,03,3518,351803
Bergas,33,22,13,3322,332213
Beringin,12,07,33,1207,120733
Bermani Ilir,17,08,01,1708,170801
Bermani Ulu,17,02,10,1702,170210
Bermani Ulu Raya,17,02,24,1702,170224
Beruntung Baru,63,03,13,6303,630313
Besitang,12,05,16,1205,120516
Besuk,35,13,13,3513,351313
Besuki,35,12,02,3512,351202
Besuki,35,04,15,3504,350415
Besulutu,74,02,20,7402,740220
Betara,15,06,04,1506,150604
Betayau,65,04,04,6504,650404
Betcbamu,93,04,19,9304,930419
Betoambari,74,72,01,7472,747201
Betung,16,07,05,1607,160705
Beutong,11,15,04,1115,111504
Beutong Ateuh Banggalang,11,15,10,1115,111510
Bewani,95,04,16,9504,950416
Biak Barat,91,06,08,9106,910608
Biak Kota,91,06,01,9106,910601
Biak Timur,91,06,03,9106,910603
Biak Utara,91,06,02,9106,910602
Biandoga,94,07,04,9407,940704
Biaro,71,09,07,7109,710907
Biatan,64,03,13,6403,640313
Biau,75,05,10,7505,750510
Biau,72,05,06,7205,720506
Bibida,94,03,05,9403,940305
Biboki Anleu,53,03,07,5303,530307
Biboki Feotleu,53,03,24,5303,530324
Biboki Moenleu,53,03,23,5303,530323
Biboki Selatan,53,03,03,5303,530303
Biboki Tan Pah,53,03,22,5303,530322
Biboki Utara,53,03,06,5303,530306
Biduk-Biduk,64,03,08,6403,640308
Bies,11,04,20,1104,110420
Bika,61,06,02,6106,610602
Bikar,92,09,13,9209,920913
Bikomi Nilulat,53,03,16,5303,530316
Bikomi Selatan,53,03,14,5303,530314
Bikomi Tengah,53,03,15,5303,530315
Bikomi Utara,53,03,17,5303,530317
Bilah Barat,12,10,07,1210,121007
Bilah Hilir,12,10,08,1210,121008
Bilah Hulu,12,10,09,1210,121009
Bilalang,71,01,32,7101,710132
Bilato,75,01,23,7501,750123
Biluhu,75,01,20,7501,750120
Bime,95,02,10,9502,950210
Bina,94,05,14,9405,940514
Binakal,35,11,20,3511,351120
Binamu,73,04,03,7304,730403
Binangun,33,01,04,3301,330104
Binangun,35,05,16,3505,350516
Binawidya,14,71,08,1471,147108
Binduriang,17,02,20,1702,170220
Bingin Kuning,17,07,07,1707,170707
Binjai,12,05,05,1205,120505
Binjai Barat,12,75,03,1275,127503
Binjai Hulu,61,05,21,6105,610521
Binjai Kota,12,75,02,1275,127502
Binjai Selatan,12,75,05,1275,127505
Binjai Timur,12,75,04,1275,127504
Binjai Utara,12,75,01,1275,127501
Binong,32,13,08,3213,321308
Binongko,74,07,04,7407,740704
Bintan Pesisir,21,01,14,2101,210114
Bintan Timur,21,01,06,2101,210106
Bintan Utara,21,01,07,2101,210107
Bintang,11,04,08,1104,110408
Bintang Ara,63,09,12,6309,630912
Bintang Bayu,12,18,17,1218,121817
Bintauna,71,08,02,7108,710802
Bintuni,92,06,01,9206,920601
Binuang,76,04,06,7604,760406
Binuang,63,05,01,6305,630501
Binuang,36,04,18,3604,360418
Birem Bayeun,11,03,04,1103,110304
Biringbulu,73,06,11,7306,730611
Biringkanaya (Biring Kanaya),73,71,11,7371,737111
Biru-Biru (Sibiru-biru),12,07,07,1207,120707
Biscoop,92,06,18,9206,920618
Bissappu,73,03,01,7303,730301
Bittuang,73,18,02,7318,731802
Biuk,95,04,45,9504,950445
Bl. Limbangan (Blubur Limbangan),32,05,38,3205,320538
Blado,33,25,03,3325,332503
Blahbatuh (Belah Batuh),51,04,02,5104,510402
Blambangan Pagar,18,03,23,1803,180323
Blambangan Umpu,18,08,01,1808,180801
Blanakan,32,13,13,3213,321313
Blang Bintang (Blank Bintang),11,06,23,1106,110623
Blang Mangat,11,73,03,1173,117303
Blangjerango (Blang Jerango),11,13,09,1113,111309
Blangkejeren (Blang Kejeren),11,13,01,1113,111301
Blangpegayon (Blang Pegayon),11,13,06,1113,111306
Blangpidie (Blang Pidie),11,12,01,1112,111201
Blega,35,26,15,3526,352615
Blimbing,35,73,01,3573,357301
Blimbingsari,35,10,25,3510,351025
Blora (Blora kota),33,16,09,3316,331609
Bluluk,35,24,02,3524,352402
Bluto,35,29,05,3529,352905
Boawae,53,16,03,5316,531603
Bobotsari,33,03,09,3303,330309
Bodeh,33,27,05,3327,332705
Bogabaida,94,03,04,9403,940304
Bogonuk,95,04,43,9504,950443
Bogor Barat,32,71,04,3271,327104
Bogor Selatan,32,71,01,3271,327101
Bogor Tengah,32,71,03,3271,327103
Bogor Timur,32,71,02,3271,327102
Bogor Utara,32,71,05,3271,327105
Bogorejo,33,16,15,3316,331615
Boja,33,24,07,3324,332407
Bojonegara,36,04,07,3604,360407
Bojonegoro,35,22,15,3522,352215
Bojong,36,01,10,3601,360110
Bojong,32,14,11,3214,321411
Bojong,33,26,11,3326,332611
Bojong,33,28,03,3328,332803
Bojong Gede (Bojonggede),32,01,13,3201,320113
Bojongasih,32,06,09,3206,320609
Bojonggambir,32,06,11,3206,320611
Bojonggenteng (Bojong Genteng),32,02,14,3202,320214
Bojongloa Kaler,32,73,04,3273,327304
Bojongloa Kidul,32,73,17,3273,327317
Bojongmangu,32,16,23,3216,321623
Bojongmanik,36,02,07,3602,360207
Bojongpicung,32,03,06,3203,320306
Bojongsari,33,03,14,3303,330314
Bojongsari,32,76,11,3276,327611
Bojongsoang,32,04,08,3204,320408
Bokan Kepulauan,72,11,03,7211,721103
Bokat,72,05,03,7205,720503
Boking,53,02,15,5302,530215
Bokondini,95,04,02,9504,950402
Bokoneri,95,04,15,9504,950415
Bola,53,07,11,5307,530711
Bola,73,13,11,7313,731311
Bolaang,71,01,13,7101,710113
Bolaang Timur,71,01,31,7101,710131
Bolaang Uki,71,11,01,7111,711101
Bolakme,95,01,05,9501,950105
Bolangitang Barat (Bolang Itang Barat),71,08,04,7108,710804
Bolangitang Timur (Bolang Itang Timur),71,08,03,7108,710803
Bolano,72,08,21,7208,720821
Bolano Lambunu,72,08,07,7208,720807
Boleng,53,15,06,5315,531506
Boliyohuto (Boliohuto),75,01,09,7501,750109
Bolo,52,06,02,5206,520602
Bomakia,93,02,06,9302,930206
Bomberay,92,03,07,9203,920307
Bomela,95,03,40,9503,950340
Bonai Darussalam,14,06,13,1406,140613
Bonang,33,21,12,3321,332112
Bonatua Lunasi,12,12,23,1212,121223
Bondifuar,91,06,21,9106,910621
Bondoala,74,02,21,7402,740221
Bondowoso,35,11,11,3511,351111
Bone,75,03,09,7503,750309
Bone (Bone Tondo),74,03,26,7403,740326
Bone Bone,73,22,02,7322,732202
Bone Raya,75,03,10,7503,750310
Bonegunu,74,10,03,7410,741003
Bonehau,76,02,15,7602,760215
Bonepantai,75,03,04,7503,750304
Bongan,64,07,12,6407,640712
Bongas,32,12,22,3212,321222
Bonggakaradeng,73,18,03,7318,731803
Bonggo,91,10,05,9110,911005
Bonggo Timur,91,10,15,9110,911015
Bongomeme,75,01,11,7501,750111
Bonjol,13,08,04,1308,130804
Bonorowo,33,05,23,3305,330523
Bontang Barat,64,74,03,6474,647403
Bontang Selatan,64,74,02,6474,647402
Bontang Utara,64,74,01,6474,647401
Bonti,61,03,05,6103,610305
Bonto Bahari,73,02,03,7302,730203
Bonto Tiro (Bontotiro),73,02,04,7302,730204
Bontoa (Maros Utara),73,09,05,7309,730905
Bontoala,73,71,06,7371,737106
Bontocani,73,08,01,7308,730801
Bontoharu,73,01,02,7301,730102
Bontolempangang,73,06,15,7306,730615
Bontomanai,73,01,04,7301,730104
Bontomarannu,73,06,06,7306,730606
Bontomatene,73,01,03,7301,730103
Bontonompo,73,06,01,7306,730601
Bontonompo Selatan,73,06,16,7306,730616
Bontoramba,73,04,07,7304,730407
Bontosikuyu,73,01,05,7301,730105
Borbor,12,12,06,1212,121206
Borme,95,02,06,9502,950206
Borobudur,33,08,02,3308,330802
Boronadu,12,14,27,1214,121427
Borong,53,19,01,5319,531901
Bosar Maligas,12,08,08,1208,120808
Botain,92,01,54,9201,920154
Botin Leobele,53,21,12,5321,532112
Botolinggo,35,11,22,3511,351122
Botomuzoi,12,04,21,1204,120421
Botumoito (Botumoita),75,02,06,7502,750206
Botupingge (Botu Pingge),75,03,07,7503,750307
Bowobado,94,08,03,9408,940803
Boyan Tanjung,61,06,19,6106,610619
Boyolali,33,09,05,3309,330905
Boyolangu,35,04,02,3504,350402
Bpiri,95,01,34,9501,950134
Braja Selebah (Braja Slebah),18,07,22,1807,180722
Bram Itam,15,06,11,1506,150611
Brang Ene,52,07,07,5207,520707
Brang Rea,52,07,05,5207,520705
Brangsong,33,24,09,3324,332409
Brati,33,15,14,3315,331514
Brebes,33,29,09,3329,332909
Bringin,33,22,12,3322,332212
Bringin,35,21,15,3521,352115
Brondong,35,24,07,3524,352407
Bruno,33,06,13,3306,330613
Bruwa,95,07,25,9507,950725
Bruyadori,91,06,16,9106,910616
BTS Ulu,16,05,14,1605,160514
Bua,73,17,08,7317,731708
Bua Ponrang (Bupon),73,17,05,7317,731705
Buahbatu,32,73,22,3273,327322
Buahdua,32,11,10,3211,321110
Bualemo (Boalemo),72,01,08,7201,720108
Buana Pemaca,16,09,17,1609,160917
Buaran,33,26,14,3326,332614
Buay Bahuga,18,08,13,1808,180813
Buay Madang,16,08,02,1608,160802
Buay Madang Timur,16,08,12,1608,160812
Buay Pemaca,16,09,09,1609,160909
Buay Pematang Ribu Ranau Tengah,16,09,12,1609,160912
Buay Pemuka Bangsa Raja,16,08,20,1608,160820
Buay Pemuka Peliung,16,08,05,1608,160805
Buay Rawan,16,09,19,1609,160919
Buay Runjung,16,09,07,1609,160907
Buay Sandang Aji,16,09,06,1609,160906
Buayan,33,05,02,3305,330502
Bubon,11,05,06,1105,110506
Bubulan,35,22,05,3522,352205
Bubutan,35,78,13,3578,357813
Budong-Budong,76,06,03,7606,760603
Buduran,35,15,15,3515,351515
Buer,52,04,20,5204,520420
Bugi,95,01,33,9501,950133
Buguk Gona,95,07,38,9507,950738
Bugul Kidul,35,75,03,3575,357503
Buk,92,01,47,9201,920147
Bukal,72,05,08,7205,720508
Bukateja,33,03,02,3303,330302
Buke,74,05,17,7405,740517
Buki,73,01,11,7301,730111
Bukik Barisan,13,07,12,1307,130712
Bukit,11,17,05,1117,111705
Bukit Batu,62,71,02,6271,627102
Bukit Batu,14,03,03,1403,140303
Bukit Bestari,21,72,04,2172,217204
Bukit Intan (Bukitintan),19,71,01,1971,197101
Bukit Kapur,14,72,03,1472,147203
Bukit Kemuning,18,03,01,1803,180301
Bukit Malintang,12,13,07,1213,121307
Bukit Raya,62,06,13,6206,620613
Bukit Raya,14,71,07,1471,147107
Bukit Santuai (Bukit Santuei),62,02,15,6202,620215
Bukit Sundi,13,02,08,1302,130208
Bukit Tusam,11,02,09,1102,110209
Bukitkecil (Bukit Kecil),16,71,11,1671,167111
Bukitkerman,15,01,20,1501,150120
Buko,72,07,07,7207,720707
Buko Selatan,72,07,18,7207,720718
Bula,81,05,01,8105,810501
Bula Barat,81,05,12,8105,810512
Bulagi,72,07,06,7207,720706
Bulagi Selatan,72,07,09,7207,720709
Bulagi Utara,72,07,17,7207,720717
Bulak,35,78,29,3578,357829
Bulakamba,33,29,14,3329,332914
Bulang,21,71,05,2171,217105
Bulango Selatan,75,03,15,7503,750315
Bulango Timur,75,03,16,7503,750316
Bulango Ulu,75,03,14,7503,750314
Bulango Utara,75,03,05,7503,750305
Bulawa,75,03,17,7503,750317
Buleleng,51,08,06,5108,510806
Bulik,62,09,03,6209,620903
Bulik Timur,62,09,04,6209,620904
Bulo,76,04,16,7604,760416
Bulok,18,06,27,1806,180627
Bulu,33,17,02,3317,331702
Bulu,33,11,02,3311,331102
Bulu,33,23,01,3323,332301
Bulu Taba,76,01,07,7601,760107
Bulukerto,33,12,18,3312,331218
Bulukumpa (Bulukumba),73,02,07,7302,730207
Bululawang,35,07,14,3507,350714
Bulupoddo,73,07,06,7307,730706
Buluspesantren,33,05,06,3305,330506
Bumi Agung,18,07,14,1807,180714
Bumi Agung,18,08,14,1808,180814
Bumi Makmur,63,01,11,6301,630111
Bumi Nabung,18,02,24,1802,180224
Bumi Ratu Nuban,18,02,14,1802,180214
Bumi Raya,72,06,09,7206,720609
Bumi Waras,18,71,20,1871,187120
Bumiaji,35,79,02,3579,357902
Bumiayu,33,29,03,3329,332903
Bumijawa,33,28,02,3328,332802
Bunaken,71,71,01,7171,717101
Bunaken Kepulauan,71,71,10,7171,717110
Bunga Mas,17,01,10,1701,170110
Bunga Mayang,16,08,11,1608,160811
Bunga Mayang,18,03,16,1803,180316
Bunga Raya,14,08,08,1408,140808
Bungah,35,25,12,3525,352512
Bungatan,35,12,17,3512,351217
Bungaya,73,06,09,7306,730609
Bungbulang,32,05,31,3205,320531
Bungi,74,72,04,7472,747204
Bungin,73,16,06,7316,731606
Bungkal,35,02,03,3502,350203
Bungku Barat,72,06,08,7206,720608
Bungku Pesisir,72,06,15,7206,720615
Bungku Selatan,72,06,06,7206,720606
Bungku Tengah,72,06,05,7206,720605
Bungku Timur,72,06,18,7206,720618
Bungku Utara,72,12,08,7212,721208
Bungo Dani,15,08,12,1508,150812
Bungoro,73,10,06,7310,731006
Bungur,63,05,09,6305,630509
Bunguran Barat,21,03,05,2103,210305
Bunguran Batubi,21,03,20,2103,210320
Bunguran Selatan,21,03,18,2103,210318
Bunguran Tengah,21,03,16,2103,210316
Bunguran Timur,21,03,07,2103,210307
Bunguran Timur Laut,21,03,15,2103,210315
Bunguran Utara,21,03,08,2103,210308
Bungursari,32,14,13,3214,321413
Bungursari,32,78,09,3278,327809
Bungus Teluk Kabung,13,71,05,1371,137105
Bunobogu,72,05,04,7205,720504
Bunta,72,01,02,7201,720102
Buntao,73,26,05,7326,732605
Buntu Batu,73,16,10,7316,731610
Buntu Pane,12,09,16,1209,120916
Buntu Pepasan,73,26,13,7326,732613
Buntulia,75,04,09,7504,750409
Buntumalangka,76,03,16,7603,760316
Bunut,14,05,08,1405,140508
Bunut Hilir,61,06,05,6106,610605
Bunut Hulu,61,06,06,6106,610606
Bunyu (Pulau Bunyu),65,01,10,6501,650110
Burau,73,24,07,7324,732407
Burneh,35,26,03,3526,352603
Buru,21,02,06,2102,210206
Buruway,92,08,02,9208,920802
Busang,64,08,06,6408,640806
Busungbiu (Busung biu),51,08,03,5108,510803
Butuh,33,06,10,3306,330610
Buyasuri,53,13,07,5313,531307
Cabangbungin,32,16,16,3216,321616
Cadasari,36,01,22,3601,360122
Cakranegara,52,71,03,5271,527103
Cakung,31,75,06,3175,317506
Camba,73,09,02,7309,730902
Cambai,16,74,03,1674,167403
Campaka,32,03,15,3203,320315
Campaka,32,14,02,3214,321402
Campakamulya (Campaka Mulya),32,03,25,3203,320325
Campalagian,76,04,02,7604,760402
Camplong,35,27,04,3527,352704
Campurdarat (Campur Darat),35,04,16,3504,350416
Candi,35,15,07,3515,351507
Candi Laras Selatan,63,05,05,6305,630505
Candi Laras Utara,63,05,06,6305,630506
Candimulyo,33,08,15,3308,330815
Candipuro,35,08,03,3508,350803
Candipuro,18,01,17,1801,180117
Candiroto,33,23,12,3323,332312
Candisari,33,74,08,3374,337408
Candung,13,06,14,1306,130614
Cangkringan,34,04,17,3404,340417
Cangkuang,32,04,44,3204,320444
Cantigi,32,12,17,3212,321217
Capkala,61,07,11,6107,610711
Carenang (Cerenang),36,04,17,3604,360417
Caringin,32,01,27,3201,320127
Caringin,32,05,36,3205,320536
Caringin,32,02,31,3202,320231
Carita,36,01,28,3601,360128
Cariu,32,01,08,3201,320108
Catubouw,92,12,07,9212,921207
Cawas,33,10,05,3310,331005
Celala,11,04,13,1104,110413
Cempa,73,15,08,7315,731508
Cempaga,62,02,02,6202,620202
Cempaga Hulu,62,02,13,6202,620213
Cempaka,63,72,03,6372,637203
Cempaka,16,08,04,1608,160804
Cempaka Putih,31,71,05,3171,317105
Cendana,73,16,07,7316,731607
Cengal,16,02,18,1602,160218
Cengkareng,31,73,01,3173,317301
Cenrana,73,08,20,7308,730820
Cenrana,73,09,10,7309,730910
Ceper,33,10,11,3310,331011
Cepiring,33,24,13,3324,332413
Cepogo,33,09,03,3309,330903
Cepu,33,16,05,3316,331605
Cerbon,63,04,09,6304,630409
Cerenti,14,09,05,1409,140905
Cerme,35,25,11,3525,352511
Cermee,35,11,15,3511,351115
Cermin Nan Gedang / Gadang,15,03,10,1503,150310
Ciambar,32,02,47,3202,320247
Ciamis,32,07,01,3207,320701
Ciampea,32,01,15,3201,320115
Ciampel,32,15,04,3215,321504
Cianjur,32,03,01,3203,320301
Ciasem,32,13,09,3213,321309
Ciater,32,13,29,3213,321329
Ciawi,32,01,24,3201,320124
Ciawi,32,06,36,3206,320636
Ciawigebang,32,08,10,3208,320810
Cibadak,36,02,18,3602,360218
Cibadak,32,02,11,3202,320211
Cibal,53,10,06,5310,531006
Cibal Barat,53,10,17,5310,531017
Cibaliung,36,01,03,3601,360103
Cibalong,32,05,29,3205,320529
Cibalong,32,06,06,3206,320606
Cibarusah,32,16,22,3216,321622
Cibatu,32,05,12,3205,320512
Cibatu,32,14,14,3214,321414
Cibeber,36,72,01,3672,367201
Cibeber,36,02,19,3602,360219
Cibeber,32,03,03,3203,320303
Cibeunying Kaler,32,73,18,3273,327318
Cibeunying Kidul,32,73,14,3273,327314
Cibeureum,32,08,28,3208,320828
Cibeureum,32,72,07,3272,327207
Cibeureum,32,78,06,3278,327806
Cibingbin,32,08,05,3208,320805
Cibinong,32,01,01,3201,320101
Cibinong,32,03,20,3203,320320
Cibiru,32,73,25,3273,327325
Cibitung,36,01,27,3601,360127
Cibitung,32,16,07,3216,321607
Cibitung,32,02,25,3202,320225
Cibiuk,32,05,40,3205,320540
Cibodas,36,71,09,3671,367109
Cibogo,32,13,17,3213,321317
Cibuaya,32,15,11,3215,321511
Cibugel,32,11,04,3211,321104
Cibungbulang,32,01,16,3201,320116
Cicalengka,32,04,25,3204,320425
Cicantayan,32,02,28,3202,320228
Cicendo,32,73,06,3273,327306
Cicurug,32,02,16,3202,320216
Cidadap,32,73,08,3273,327308
Cidadap,32,02,44,3202,320244
Cidahu,32,08,11,3208,320811
Cidahu,32,02,17,3202,320217
Cidaun,32,03,23,3203,320323
Cidolog,32,07,05,3207,320705
Cidolog,32,02,43,3202,320243
Ciemas,32,02,22,3202,320222
Cigalontang,32,06,27,3206,320627
Cigandamekar,32,08,32,3208,320832
Cigasong,32,10,20,3210,321020
Cigedug,32,05,18,3205,320518
Cigemlong (Cigemblong),36,02,28,3602,360228
Cigeulis,36,01,05,3601,360105
Cigombong,32,01,38,3201,320138
Cigudeg,32,01,22,3201,320122
Cigugur,32,18,04,3218,321804
Cigugur,32,08,18,3208,320818
Cihampelas,32,17,10,3217,321710
Cihara,36,02,26,3602,360226
Cihaurbeuti,32,07,06,3207,320706
Cihideung,32,78,01,3278,327801
Cihurip,32,05,25,3205,320525
Cijaku,36,02,16,3602,360216
Cijambe,32,13,19,3213,321319
Cijati,32,03,29,3203,320329
Cijeruk,32,01,28,3201,320128
Cijeungjing,32,07,03,3207,320703
Cijulang,32,18,02,3218,321802
Cikadu,32,03,26,3203,320326
Cikajang,32,05,22,3205,320522
Cikakak,32,02,03,3202,320203
Cikalong,32,06,03,3206,320603
Cikalongkulon,32,03,12,3203,320312
Cikalongwetan (Cikalong Wetan),32,17,04,3217,321704
Cikampek,32,15,13,3215,321513
Cikancung,32,04,27,3204,320427
Cikande,36,04,15,3604,360415
Cikarang Barat,32,16,08,3216,321608
Cikarang Pusat,32,16,20,3216,321620
Cikarang Selatan,32,16,19,3216,321619
Cikarang Timur,32,16,11,3216,321611
Cikarang Utara,32,16,09,3216,321609
Cikatomas,32,06,05,3206,320605
Cikaum,32,13,22,3213,321322
Cikedal (Cikeudal),36,01,26,3601,360126
Cikedung,32,12,04,3212,321204
Cikelet,32,05,30,3205,320530
Cikembar,32,02,10,3202,320210
Cikeusal,36,04,23,3604,360423
Cikeusik,36,01,04,3601,360104
Cikidang,32,02,06,3202,320206
Cikijing,32,10,03,3210,321003
Cikole,32,72,02,3272,327202
Cikoneng,32,07,02,3207,320702
Cikulur,36,02,17,3602,360217
Cikupa,36,03,18,3603,360318
Cilacap Selatan,33,01,21,3301,330121
Cilacap Tengah,33,01,22,3301,330122
Cilacap Utara,33,01,23,3301,330123
Cilaku,32,03,04,3203,320304
Cilamaya Kulon,32,15,23,3215,321523
Cilamaya Wetan,32,15,15,3215,321515
Cilandak,31,74,06,3174,317406
Cilawu,32,05,19,3205,320519
Cilebak,32,08,25,3208,320825
Cilebar,32,15,30,3215,321530
Ciledug,36,71,06,3671,367106
Ciledug,32,09,02,3209,320902
Cilegon,36,72,02,3672,367202
Cileles,36,02,10,3602,360210
Cilengkrang,32,04,07,3204,320407
Cileungsi,32,01,07,3201,320107
Cileunyi,32,04,05,3204,320405
Cililin,32,17,11,3217,321711
Cilimus,32,08,13,3208,320813
Cilincing,31,72,04,3172,317204
Cilodong,32,76,08,3276,327608
Cilograng,36,02,20,3602,360220
Cilongok,33,02,17,3302,330217
Cimahi,32,08,24,3208,320824
Cimahi Selatan,32,77,01,3277,327701
Cimahi Tengah,32,77,02,3277,327702
Cimahi Utara,32,77,03,3277,327703
Cimalaka,32,11,22,3211,321122
Cimanggis,32,76,02,3276,327602
Cimanggu,36,01,02,3601,360102
Cimanggu,32,02,46,3202,320246
Cimanggu,33,01,13,3301,330113
Cimanggung,32,11,14,3211,321114
Cimanuk,36,01,18,3601,360118
Cimaragas,32,07,29,3207,320729
Cimarga,36,02,11,3602,360211
Cimaung,32,04,17,3204,320417
Cimenyan (Cimeunyan),32,04,06,3204,320406
Cimerak,32,18,03,3218,321803
Cina,73,08,10,7308,730810
Cinambo,32,73,29,3273,327329
Cinangka,36,04,31,3604,360431
Cineam,32,06,20,3206,320620
Cinere,32,76,09,3276,327609
Cingambul,32,10,23,3210,321023
Ciniru,32,08,02,3208,320802
Cintapuri Darussalam,63,03,20,6303,630320
Ciomas,36,04,27,3604,360427
Ciomas,32,01,29,3201,320129
Cipaku,32,07,11,3207,320711
Cipanas,36,02,04,3602,360204
Cipanas,32,03,28,3203,320328
Ciparay,32,04,29,3204,320429
Cipari,33,01,18,3301,330118
Cipatat,32,17,07,3217,321707
Cipatujah,32,06,01,3206,320601
Cipayung,31,75,10,3175,317510
Cipayung,32,76,07,3276,327607
Cipedes,32,78,02,3278,327802
Cipeucang,36,01,15,3601,360115
Cipeundeuy,32,17,05,3217,321705
